Car-Type,day of week,monthly visits
1,Tuesday,September
1,Saturday,August
1,Friday,August
1,Sunday,August
1,Saturday,August
1,Sunday,August
1,Monday,August
1,Monday,August
1,Monday,August
1,Saturday,October
1,Sunday,October
1,Friday,September
1,Monday,September
1,Wednesday,August
1,Tuesday,September
1,Sunday,September
1,Thursday,August
1,Sunday,June
1,Sunday,June
1,Thursday,June
1,Wednesday,September
1,Wednesday,September
1,Sunday,August
1,Tuesday,August
1,Sunday,July
1,Monday,July
1,Sunday,October
1,Thursday,June
1,Wednesday,August
1,Monday,July
1,Saturday,June
1,Saturday,June
1,Sunday,September
1,Tuesday,July
1,Monday,September
1,Monday,September
1,Friday,August
1,Sunday,June
1,Monday,June
1,Thursday,May
1,Tuesday,July
1,Saturday,July
1,Thursday,October
1,Thursday,October
1,Saturday,August
1,Saturday,August
1,Friday,May
1,Sunday,August
1,Sunday,August
1,Saturday,May
1,Thursday,July
1,Friday,July
1,Friday,July
1,Friday,July
1,Friday,June
1,Friday,September
1,Friday,June
1,Wednesday,August
1,Sunday,July
1,Monday,July
1,Thursday,August
1,Thursday,August
1,Thursday,August
1,Tuesday,July
1,Tuesday,July
1,Wednesday,July
1,Saturday,August
1,Wednesday,July
1,Tuesday,July
1,Saturday,August
1,Saturday,August
1,Thursday,July
1,Thursday,July
1,Thursday,July
1,Friday,July
1,Tuesday,August
1,Saturday,July
1,Saturday,September
1,Saturday,September
1,Sunday,July
1,Sunday,July
1,Monday,September
1,Sunday,October
1,Saturday,November
1,Saturday,August
1,Monday,August
1,Wednesday,July
1,Wednesday,July
1,Tuesday,August
1,Sunday,August
1,Wednesday,July
1,Saturday,August
1,Sunday,August
1,Monday,August
1,Friday,September
1,Saturday,October
1,Tuesday,August
1,Saturday,August
1,Saturday,August
1,Wednesday,August
1,Sunday,August
1,Sunday,August
1,Wednesday,August
1,Sunday,August
1,Sunday,June
1,Wednesday,June
1,Monday,August
1,Monday,August
1,Sunday,May
1,Thursday,June
1,Thursday,June
1,Sunday,September
1,Saturday,June
1,Friday,August
1,Monday,September
1,Thursday,September
1,Friday,August
1,Monday,June
1,Saturday,May
1,Sunday,August
1,Saturday,May
1,Friday,September
1,Friday,September
1,Thursday,July
1,Sunday,September
1,Sunday,June
1,Tuesday,July
1,Monday,June
1,Monday,June
1,Saturday,August
1,Friday,May
1,Tuesday,June
1,Friday,October
1,Thursday,September
1,Thursday,September
1,Wednesday,June
1,Wednesday,June
1,Wednesday,June
1,Thursday,June
1,Monday,August
1,Saturday,July
1,Saturday,September
1,Sunday,July
1,Sunday,July
1,Saturday,July
1,Sunday,September
1,Tuesday,September
1,Friday,August
1,Friday,May
1,Saturday,August
1,Wednesday,July
1,Friday,September
1,Friday,September
1,Monday,May
1,Tuesday,May
1,Friday,October
1,Wednesday,May
1,Saturday,May
1,Friday,May
1,Saturday,May
1,Wednesday,July
1,Friday,October
1,Sunday,August
1,Saturday,September
1,Wednesday,September
1,Friday,July
1,Sunday,August
1,Saturday,August
1,Saturday,August
1,Sunday,August
1,Monday,August
1,Tuesday,August
1,Monday,August
1,Thursday,August
1,Friday,September
1,Friday,September
1,Saturday,September
1,Saturday,June
1,Thursday,June
1,Thursday,August
1,Friday,August
1,Saturday,June
1,Monday,June
1,Monday,June
1,Monday,June
1,Friday,October
1,Friday,October
1,Sunday,August
1,Monday,August
1,Tuesday,August
1,Thursday,July
1,Saturday,September
1,Saturday,September
1,Saturday,September
1,Tuesday,May
1,Sunday,June
1,Monday,July
1,Monday,July
1,Sunday,July
1,Sunday,June
1,Monday,September
1,Wednesday,September
1,Saturday,August
1,Wednesday,June
1,Saturday,August
1,Sunday,August
1,Thursday,July
1,Tuesday,July
1,Sunday,August
1,Tuesday,June
1,Wednesday,August
1,Thursday,September
1,Friday,July
1,Friday,July
1,Tuesday,August
1,Wednesday,August
1,Saturday,December
1,Wednesday,May
1,Thursday,May
1,Tuesday,July
1,Tuesday,July
1,Wednesday,July
1,Tuesday,September
1,Tuesday,September
1,Saturday,August
1,Saturday,August
1,Saturday,August
1,Sunday,August
1,Saturday,August
1,Friday,May
1,Saturday,August
1,Saturday,August
1,Sunday,August
1,Friday,July
1,Monday,July
1,Tuesday,August
1,Thursday,August
1,Friday,September
1,Tuesday,July
1,Wednesday,July
1,Saturday,November
1,Tuesday,September
1,Thursday,October
1,Thursday,July
1,Thursday,July
1,Monday,August
1,Friday,September
1,Sunday,May
1,Monday,June
1,Saturday,August
1,Tuesday,September
1,Tuesday,September
1,Saturday,August
1,Sunday,August
1,Saturday,October
1,Monday,September
1,Thursday,August
1,Sunday,June
1,Sunday,June
1,Thursday,September
1,Wednesday,June
1,Thursday,June
1,Tuesday,August
1,Tuesday,August
1,Saturday,September
1,Sunday,September
1,Saturday,June
1,Friday,June
1,Friday,June
1,Tuesday,September
1,Tuesday,July
1,Sunday,August
1,Sunday,August
1,Tuesday,June
1,Monday,November
1,Tuesday,June
1,Tuesday,June
1,Friday,July
1,Friday,July
1,Friday,July
1,Monday,August
1,Friday,September
1,Wednesday,May
1,Thursday,August
1,Friday,August
1,Saturday,August
1,Thursday,September
1,Thursday,September
1,Friday,July
1,Monday,August
1,Friday,September
1,Saturday,July
1,Saturday,July
1,Saturday,July
1,Saturday,July
1,Monday,August
1,Monday,May
1,Monday,May
1,Thursday,August
1,Thursday,August
1,Friday,August
1,Wednesday,October
1,Tuesday,September
1,Tuesday,September
1,Friday,May
1,Friday,May
1,Sunday,August
1,Thursday,July
1,Thursday,July
1,Monday,August
1,Thursday,December
1,Monday,June
1,Sunday,August
1,Sunday,August
1,Sunday,August
1,Saturday,May
1,Sunday,August
1,Wednesday,June
1,Wednesday,September
1,Friday,June
1,Friday,June
1,Wednesday,August
1,Friday,August
1,Saturday,August
1,Sunday,June
1,Saturday,June
1,Monday,September
1,Friday,August
1,Saturday,August
1,Monday,June
1,Saturday,August
1,Tuesday,August
1,Friday,May
1,Friday,May
1,Sunday,August
1,Wednesday,June
1,Thursday,September
1,Saturday,September
1,Thursday,June
1,Friday,June
1,Wednesday,August
1,Sunday,September
1,Saturday,June
1,Wednesday,May
1,Friday,July
1,Sunday,June
1,Sunday,June
1,Tuesday,September
1,Wednesday,July
1,Thursday,July
1,Sunday,July
1,Sunday,August
1,Monday,August
1,Wednesday,June
1,Wednesday,June
1,Wednesday,June
1,Friday,September
1,Tuesday,August
1,Tuesday,August
1,Monday,May
1,Tuesday,May
1,Sunday,July
1,Friday,July
1,Sunday,September
1,Thursday,August
1,Wednesday,October
1,Thursday,July
1,Saturday,August
1,Saturday,May
1,Monday,May
1,Monday,July
1,Monday,August
1,Thursday,August
1,Friday,July
1,Tuesday,August
1,Monday,May
1,Sunday,July
1,Wednesday,August
1,Tuesday,May
1,Sunday,July
1,Monday,July
1,Wednesday,August
1,Wednesday,August
1,Monday,July
1,Monday,September
1,Friday,August
1,Tuesday,July
1,Thursday,May
1,Tuesday,September
1,Saturday,October
1,Thursday,July
1,Friday,July
1,Friday,July
1,Monday,August
1,Thursday,October
1,Saturday,May
1,Sunday,August
1,Wednesday,June
1,Sunday,July
1,Tuesday,October
1,Wednesday,September
1,Sunday,September
1,Friday,August
1,Saturday,August
1,Tuesday,September
1,Monday,June
1,Wednesday,September
1,Wednesday,September
1,Monday,August
1,Monday,August
1,Tuesday,August
1,Thursday,July
1,Wednesday,June
1,Tuesday,June
1,Sunday,September
1,Wednesday,August
1,Tuesday,May
1,Monday,July
1,Tuesday,May
1,Friday,June
1,Wednesday,August
1,Saturday,September
1,Sunday,September
1,Monday,July
1,Tuesday,July
1,Wednesday,July
1,Monday,June
1,Thursday,June
1,Friday,May
1,Tuesday,September
1,Monday,June
1,Thursday,July
1,Thursday,July
1,Tuesday,August
1,Wednesday,June
1,Saturday,October
1,Saturday,October
1,Thursday,June
1,Sunday,July
1,Sunday,September
1,Wednesday,July
1,Thursday,July
1,Saturday,August
1,Monday,May
1,Saturday,September
1,Wednesday,September
1,Wednesday,July
1,Friday,May
1,Wednesday,July
1,Saturday,August
1,Saturday,August
1,Friday,October
1,Wednesday,September
1,Friday,July
1,Friday,July
1,Monday,August
1,Sunday,August
1,Saturday,August
1,Tuesday,June
1,Sunday,August
1,Sunday,August
1,Sunday,August
1,Friday,August
1,Sunday,August
1,Wednesday,June
1,Thursday,June
1,Monday,May
1,Friday,September
1,Monday,May
1,Tuesday,August
1,Tuesday,August
1,Saturday,September
1,Friday,August
1,Sunday,August
1,Thursday,May
1,Wednesday,May
1,Thursday,May
1,Saturday,August
1,Sunday,May
1,Sunday,May
1,Thursday,August
1,Monday,May
1,Wednesday,July
1,Wednesday,August
1,Thursday,July
1,Friday,August
1,Sunday,August
1,Sunday,August
1,Monday,June
1,Thursday,June
1,Wednesday,July
1,Tuesday,June
1,Friday,June
1,Tuesday,September
1,Tuesday,September
1,Saturday,August
1,Wednesday,September
1,Wednesday,September
1,Wednesday,September
1,Friday,July
1,Friday,July
1,Saturday,July
1,Tuesday,August
1,Thursday,June
1,Thursday,June
1,Wednesday,August
1,Thursday,August
1,Saturday,September
1,Monday,September
1,Friday,September
1,Wednesday,July
1,Saturday,August
1,Sunday,August
1,Sunday,August
1,Monday,August
1,Wednesday,September
1,Saturday,September
1,Sunday,August
1,Saturday,October
1,Tuesday,August
1,Wednesday,September
1,Saturday,July
1,Monday,July
1,Monday,July
1,Tuesday,July
1,Monday,August
1,Tuesday,July
1,Saturday,August
1,Friday,August
1,Tuesday,September
1,Thursday,October
1,Thursday,October
1,Tuesday,September
1,Monday,August
1,Wednesday,September
1,Tuesday,June
1,Saturday,August
1,Saturday,August
1,Tuesday,June
1,Monday,August
1,Saturday,September
1,Sunday,September
1,Sunday,September
1,Tuesday,October
1,Tuesday,October
1,Wednesday,May
1,Friday,August
1,Friday,August
1,Saturday,August
1,Friday,May
1,Wednesday,August
1,Monday,June
1,Saturday,October
1,Thursday,June
1,Tuesday,July
1,Monday,October
1,Tuesday,May
1,Wednesday,August
1,Thursday,August
1,Sunday,December
1,Saturday,June
1,Wednesday,May
1,Sunday,May
1,Saturday,June
1,Saturday,June
1,Wednesday,May
1,Monday,May
1,Sunday,June
1,Sunday,June
1,Tuesday,July
1,Wednesday,July
1,Sunday,June
1,Tuesday,June
1,Friday,August
1,Saturday,August
1,Wednesday,June
1,Tuesday,June
1,Tuesday,June
1,Wednesday,July
1,Sunday,September
1,Thursday,September
1,Wednesday,June
1,Friday,July
1,Monday,August
1,Friday,July
1,Wednesday,August
1,Wednesday,August
1,Friday,June
1,Thursday,May
1,Thursday,May
1,Saturday,July
1,Saturday,August
1,Saturday,August
1,Wednesday,July
1,Thursday,July
1,Wednesday,September
1,Friday,July
1,Monday,August
1,Sunday,May
1,Sunday,May
1,Tuesday,August
1,Sunday,October
1,Tuesday,August
1,Thursday,August
1,Wednesday,May
1,Wednesday,May
1,Monday,July
1,Sunday,August
1,Wednesday,May
1,Saturday,August
1,Saturday,August
1,Saturday,August
1,Saturday,August
1,Saturday,May
1,Thursday,July
1,Monday,August
1,Monday,August
1,Friday,May
1,Sunday,November
1,Thursday,October
1,Monday,June
1,Friday,June
1,Thursday,September
1,Thursday,September
1,Thursday,September
1,Wednesday,August
1,Friday,June
1,Sunday,September
1,Thursday,August
1,Sunday,June
1,Friday,August
1,Friday,August
1,Sunday,June
1,Tuesday,June
1,Wednesday,August
1,Saturday,May
1,Thursday,July
1,Friday,September
1,Wednesday,June
1,Tuesday,August
1,Friday,August
1,Friday,June
1,Sunday,September
1,Sunday,September
1,Sunday,September
1,Thursday,August
1,Sunday,September
1,Saturday,September
1,Monday,June
1,Wednesday,July
1,Tuesday,June
1,Wednesday,September
1,Wednesday,September
1,Friday,September
1,Wednesday,December
1,Monday,August
1,Monday,August
1,Tuesday,November
1,Friday,September
1,Thursday,June
1,Saturday,July
1,Saturday,July
1,Tuesday,August
1,Wednesday,August
1,Sunday,July
1,Monday,July
1,Thursday,July
1,Friday,August
1,Thursday,July
1,Saturday,August
1,Wednesday,July
1,Sunday,July
1,Wednesday,July
1,Wednesday,September
1,Friday,October
1,Tuesday,July
1,Wednesday,July
1,Monday,August
1,Tuesday,August
1,Sunday,October
1,Tuesday,August
1,Tuesday,August
1,Tuesday,August
1,Monday,July
1,Wednesday,July
1,Monday,July
1,Tuesday,September
1,Friday,August
1,Friday,July
1,Saturday,August
1,Wednesday,September
1,Wednesday,July
1,Wednesday,July
1,Wednesday,August
1,Sunday,August
1,Monday,August
1,Tuesday,September
1,Friday,July
1,Monday,June
1,Saturday,August
1,Saturday,August
1,Sunday,August
1,Sunday,May
1,Thursday,August
1,Thursday,September
1,Saturday,July
1,Tuesday,May
1,Monday,May
1,Wednesday,August
1,Thursday,August
1,Saturday,June
1,Thursday,August
1,Wednesday,May
1,Thursday,August
1,Thursday,August
1,Thursday,May
1,Saturday,August
1,Monday,June
1,Monday,June
1,Thursday,June
1,Monday,June
1,Saturday,May
1,Saturday,May
1,Sunday,June
1,Sunday,August
1,Friday,August
1,Thursday,September
1,Monday,May
1,Tuesday,May
1,Sunday,September
1,Saturday,June
1,Wednesday,May
1,Monday,June
1,Monday,July
1,Thursday,May
1,Sunday,June
1,Monday,September
1,Thursday,September
1,Monday,September
1,Tuesday,September
1,Tuesday,July
1,Monday,September
1,Thursday,May
1,Saturday,August
1,Saturday,August
1,Tuesday,September
1,Friday,October
1,Sunday,August
1,Tuesday,June
1,Wednesday,June
1,Friday,July
1,Friday,June
1,Wednesday,August
1,Monday,September
1,Monday,September
1,Friday,August
1,Wednesday,August
1,Tuesday,September
1,Sunday,September
1,Thursday,October
1,Thursday,October
1,Saturday,August
1,Sunday,August
1,Saturday,August
1,Thursday,July
1,Thursday,July
1,Sunday,August
1,Sunday,August
1,Thursday,July
1,Thursday,July
1,Friday,August
1,Monday,August
1,Friday,September
1,Tuesday,September
1,Sunday,July
1,Sunday,July
1,Sunday,July
1,Sunday,July
1,Sunday,July
1,Monday,July
1,Monday,July
1,Tuesday,July
1,Tuesday,July
1,Tuesday,December
1,Wednesday,July
1,Sunday,August
1,Saturday,August
1,Tuesday,September
1,Thursday,July
1,Sunday,August
1,Wednesday,December
1,Saturday,October
1,Saturday,October
1,Monday,August
1,Tuesday,September
1,Thursday,September
1,Thursday,October
1,Sunday,August
1,Monday,August
1,Tuesday,May
1,Wednesday,June
1,Thursday,June
1,Tuesday,June
1,Friday,September
1,Saturday,September
1,Tuesday,June
1,Saturday,June
1,Friday,November
1,Wednesday,October
1,Friday,August
1,Saturday,August
1,Wednesday,September
1,Wednesday,September
1,Sunday,August
1,Sunday,August
1,Wednesday,August
1,Monday,July
1,Tuesday,July
1,Monday,May
1,Wednesday,September
1,Wednesday,June
1,Sunday,August
1,Friday,August
1,Friday,August
1,Saturday,August
1,Friday,May
1,Sunday,August
1,Monday,August
1,Monday,November
1,Monday,August
1,Friday,July
1,Monday,August
1,Saturday,September
1,Wednesday,May
1,Monday,July
1,Thursday,July
1,Saturday,May
1,Monday,November
1,Thursday,July
1,Friday,July
1,Thursday,July
1,Thursday,September
1,Thursday,September
1,Friday,September
1,Saturday,July
1,Saturday,July
1,Saturday,September
1,Friday,October
1,Wednesday,August
1,Wednesday,August
1,Wednesday,August
1,Monday,July
1,Wednesday,May
1,Tuesday,September
1,Wednesday,September
1,Tuesday,September
1,Sunday,August
1,Friday,May
1,Friday,May
1,Tuesday,September
1,Saturday,August
1,Tuesday,August
1,Thursday,September
1,Saturday,October
1,Saturday,October
1,Sunday,October
1,Tuesday,August
1,Friday,September
1,Wednesday,August
1,Saturday,August
1,Saturday,November
1,Friday,August
1,Saturday,August
1,Friday,May
1,Saturday,August
1,Saturday,August
1,Tuesday,June
1,Tuesday,June
1,Sunday,August
1,Saturday,May
1,Sunday,August
1,Wednesday,June
1,Thursday,June
1,Wednesday,June
1,Monday,May
1,Monday,May
1,Friday,July
1,Wednesday,September
1,Tuesday,July
1,Tuesday,July
1,Tuesday,July
1,Tuesday,July
1,Tuesday,August
1,Thursday,July
1,Thursday,July
1,Wednesday,June
1,Sunday,May
1,Thursday,August
1,Thursday,May
1,Thursday,July
1,Friday,July
1,Tuesday,August
1,Saturday,September
1,Sunday,July
1,Tuesday,May
1,Thursday,May
1,Wednesday,May
1,Monday,July
1,Monday,July
1,Monday,July
1,Sunday,August
1,Monday,November
1,Wednesday,September
1,Tuesday,September
1,Saturday,August
1,Wednesday,September
1,Friday,July
1,Monday,August
1,Saturday,October
1,Friday,July
1,Wednesday,August
1,Saturday,August
1,Saturday,August
1,Monday,June
1,Monday,August
1,Friday,May
1,Tuesday,September
1,Wednesday,September
1,Saturday,August
1,Friday,September
1,Wednesday,August
1,Tuesday,May
1,Saturday,September
1,Saturday,September
1,Wednesday,May
1,Saturday,June
1,Friday,August
1,Thursday,June
1,Saturday,June
1,Saturday,August
1,Tuesday,August
1,Sunday,August
1,Wednesday,June
1,Friday,September
1,Friday,June
1,Friday,June
1,Friday,June
1,Thursday,August
1,Saturday,July
1,Sunday,June
1,Sunday,June
1,Wednesday,July
1,Saturday,August
1,Saturday,August
1,Saturday,August
1,Sunday,August
1,Tuesday,June
1,Tuesday,June
1,Saturday,July
1,Wednesday,June
1,Saturday,October
1,Friday,July
1,Friday,July
1,Tuesday,August
1,Tuesday,August
1,Saturday,July
1,Saturday,July
1,Saturday,July
1,Thursday,June
1,Thursday,June
1,Wednesday,August
1,Sunday,September
1,Wednesday,August
1,Sunday,July
1,Monday,July
1,Sunday,July
1,Saturday,September
1,Monday,July
1,Thursday,August
1,Monday,August
1,Friday,May
1,Sunday,August
1,Wednesday,July
1,Wednesday,July
1,Sunday,August
1,Thursday,July
1,Tuesday,August
1,Friday,September
1,Saturday,July
1,Wednesday,August
1,Wednesday,August
1,Sunday,July
1,Thursday,July
1,Saturday,September
1,Wednesday,May
1,Thursday,July
1,Saturday,August
1,Saturday,September
1,Sunday,August
1,Saturday,September
1,Sunday,August
1,Friday,July
1,Saturday,October
1,Monday,June
1,Tuesday,September
1,Wednesday,September
1,Tuesday,June
1,Sunday,August
1,Thursday,September
1,Tuesday,August
1,Tuesday,August
1,Friday,September
1,Wednesday,May
1,Wednesday,May
1,Sunday,September
1,Thursday,August
1,Thursday,August
1,Thursday,July
1,Friday,August
1,Tuesday,September
1,Wednesday,September
1,Sunday,November
1,Sunday,November
1,Tuesday,June
1,Tuesday,June
1,Wednesday,June
1,Wednesday,June
1,Thursday,December
1,Monday,August
1,Sunday,May
1,Wednesday,November
1,Friday,September
1,Tuesday,August
1,Thursday,August
1,Sunday,September
1,Monday,October
1,Thursday,August
1,Tuesday,October
1,Saturday,August
1,Wednesday,June
1,Wednesday,July
1,Monday,June
1,Friday,June
1,Thursday,July
1,Thursday,July
1,Friday,July
1,Tuesday,June
1,Monday,August
1,Wednesday,June
1,Friday,July
1,Thursday,June
1,Sunday,September
1,Sunday,July
1,Sunday,July
1,Tuesday,July
1,Friday,August
1,Wednesday,July
1,Friday,May
1,Tuesday,September
1,Friday,September
1,Friday,September
1,Tuesday,August
1,Tuesday,August
1,Monday,May
1,Sunday,October
1,Monday,October
1,Monday,October
1,Wednesday,September
1,Saturday,December
1,Saturday,May
1,Monday,July
1,Friday,August
1,Friday,August
1,Saturday,August
1,Saturday,August
1,Wednesday,July
1,Saturday,August
1,Sunday,August
1,Saturday,October
1,Saturday,May
1,Friday,July
1,Monday,August
1,Tuesday,June
1,Tuesday,June
1,Tuesday,August
1,Sunday,August
1,Friday,June
1,Thursday,June
1,Monday,October
1,Wednesday,August
1,Tuesday,October
1,Friday,August
1,Thursday,May
1,Friday,June
1,Tuesday,September
1,Sunday,August
1,Sunday,August
1,Wednesday,September
1,Wednesday,June
1,Thursday,June
1,Monday,August
1,Thursday,September
1,Thursday,June
1,Friday,September
1,Friday,September
1,Sunday,September
1,Friday,August
1,Thursday,August
1,Sunday,November
1,Wednesday,June
1,Friday,July
1,Friday,July
1,Monday,August
1,Thursday,August
1,Saturday,July
1,Wednesday,August
1,Wednesday,August
1,Friday,June
1,Thursday,August
1,Monday,September
1,Wednesday,July
1,Wednesday,July
1,Wednesday,July
1,Wednesday,July
1,Tuesday,July
1,Saturday,August
1,Wednesday,August
1,Thursday,July
1,Thursday,July
1,Sunday,August
1,Monday,September
1,Saturday,July
1,Sunday,July
1,Saturday,August
1,Sunday,July
1,Friday,August
1,Friday,August
1,Friday,August
1,Friday,August
1,Thursday,October
1,Monday,September
1,Thursday,October
1,Saturday,August
1,Saturday,September
1,Sunday,August
1,Sunday,August
1,Thursday,July
1,Friday,July
1,Thursday,July
1,Saturday,August
1,Friday,July
1,Sunday,August
1,Friday,July
1,Friday,May
1,Monday,June
1,Wednesday,June
1,Friday,September
1,Thursday,June
1,Tuesday,June
1,Saturday,September
1,Wednesday,August
1,Saturday,August
1,Monday,September
1,Thursday,October
1,Thursday,October
1,Sunday,May
1,Thursday,July
1,Monday,May
1,Saturday,May
1,Wednesday,August
1,Wednesday,October
1,Monday,September
1,Tuesday,September
1,Friday,August
1,Wednesday,July
1,Wednesday,July
1,Monday,June
1,Sunday,July
1,Thursday,June
1,Tuesday,August
1,Tuesday,August
1,Friday,September
1,Saturday,September
1,Sunday,July
1,Friday,June
1,Sunday,September
1,Sunday,September
1,Thursday,May
1,Tuesday,July
1,Saturday,August
1,Wednesday,July
1,Saturday,May
1,Tuesday,August
1,Thursday,September
1,Friday,September
1,Wednesday,August
1,Saturday,September
1,Sunday,July
1,Tuesday,July
1,Monday,October
1,Monday,July
1,Wednesday,October
1,Saturday,August
1,Thursday,July
1,Monday,August
1,Monday,August
1,Friday,July
1,Friday,May
1,Friday,May
1,Saturday,August
1,Saturday,August
1,Wednesday,September
1,Friday,August
1,Wednesday,September
1,Sunday,May
1,Wednesday,May
1,Thursday,December
1,Monday,July
1,Sunday,September
1,Sunday,September
1,Wednesday,October
1,Sunday,June
1,Sunday,June
1,Thursday,May
1,Monday,September
1,Friday,August
1,Tuesday,August
1,Tuesday,September
1,Saturday,August
1,Saturday,August
1,Saturday,August
1,Saturday,August
1,Wednesday,August
1,Tuesday,June
1,Wednesday,June
1,Friday,October
1,Thursday,September
1,Thursday,June
1,Monday,May
1,Saturday,September
1,Monday,July
1,Tuesday,October
1,Sunday,September
1,Monday,September
1,Wednesday,May
1,Thursday,August
1,Monday,August
1,Monday,July
1,Thursday,May
1,Tuesday,July
1,Monday,June
1,Wednesday,June
1,Wednesday,July
1,Wednesday,July
1,Saturday,July
1,Tuesday,September
1,Friday,May
1,Saturday,July
1,Thursday,September
1,Friday,July
1,Friday,July
1,Saturday,July
1,Saturday,July
1,Friday,August
1,Wednesday,August
1,Wednesday,September
1,Thursday,September
1,Monday,August
1,Monday,August
1,Monday,August
1,Wednesday,August
1,Friday,July
1,Thursday,September
1,Friday,September
1,Sunday,October
1,Sunday,October
1,Saturday,July
1,Wednesday,August
1,Sunday,September
1,Thursday,October
1,Thursday,August
1,Saturday,August
1,Thursday,May
1,Wednesday,July
1,Tuesday,September
1,Friday,May
1,Thursday,October
1,Friday,May
1,Tuesday,December
1,Monday,June
1,Saturday,August
1,Monday,November
1,Wednesday,September
1,Monday,August
1,Wednesday,June
1,Wednesday,June
1,Wednesday,August
1,Friday,September
1,Friday,September
1,Friday,September
1,Wednesday,August
1,Saturday,September
1,Saturday,September
1,Thursday,August
1,Thursday,August
1,Sunday,September
1,Thursday,September
1,Thursday,August
1,Saturday,June
1,Friday,August
1,Sunday,June
1,Monday,June
1,Tuesday,September
1,Friday,May
1,Tuesday,September
1,Sunday,September
1,Sunday,August
1,Saturday,August
1,Thursday,September
1,Tuesday,September
1,Monday,July
1,Thursday,September
1,Wednesday,August
1,Tuesday,August
1,Wednesday,September
1,Saturday,September
1,Monday,July
1,Saturday,June
1,Saturday,August
1,Monday,September
1,Wednesday,July
1,Tuesday,July
1,Friday,July
1,Saturday,August
1,Monday,June
1,Thursday,July
1,Friday,October
1,Sunday,August
1,Friday,October
1,Wednesday,June
1,Friday,July
1,Saturday,July
1,Saturday,July
1,Saturday,July
1,Saturday,July
1,Saturday,September
1,Saturday,September
1,Thursday,August
1,Sunday,September
1,Sunday,September
1,Tuesday,July
1,Tuesday,July
1,Tuesday,July
1,Wednesday,October
1,Tuesday,September
1,Tuesday,September
1,Saturday,May
1,Thursday,July
1,Thursday,July
1,Monday,July
1,Monday,June
1,Tuesday,August
1,Tuesday,August
1,Sunday,July
1,Sunday,July
1,Tuesday,July
1,Monday,July
1,Sunday,September
1,Tuesday,October
1,Saturday,August
1,Saturday,September
1,Monday,August
1,Thursday,October
1,Thursday,June
1,Thursday,June
1,Sunday,September
1,Monday,August
1,Saturday,September
1,Friday,August
1,Saturday,August
1,Monday,June
1,Friday,October
1,Tuesday,June
1,Monday,August
1,Tuesday,August
1,Wednesday,June
1,Monday,August
1,Tuesday,September
1,Friday,June
1,Wednesday,June
1,Sunday,September
1,Saturday,June
1,Friday,August
1,Wednesday,October
1,Tuesday,July
1,Tuesday,September
1,Wednesday,September
1,Thursday,July
1,Friday,September
1,Monday,August
1,Thursday,July
1,Saturday,October
1,Monday,August
1,Thursday,September
1,Tuesday,August
1,Sunday,August
1,Sunday,August
1,Wednesday,August
1,Sunday,September
1,Monday,September
1,Tuesday,September
1,Friday,August
1,Tuesday,September
1,Saturday,August
1,Wednesday,September
1,Wednesday,September
1,Wednesday,September
1,Sunday,August
1,Wednesday,September
1,Sunday,August
1,Monday,August
1,Tuesday,November
1,Friday,July
1,Friday,September
1,Sunday,July
1,Wednesday,July
1,Sunday,July
1,Wednesday,August
1,Sunday,August
1,Saturday,August
1,Sunday,November
1,Tuesday,September
1,Friday,May
1,Friday,October
1,Tuesday,September
1,Sunday,May
1,Friday,September
1,Saturday,August
1,Wednesday,September
1,Tuesday,June
1,Monday,August
1,Tuesday,August
1,Sunday,October
1,Sunday,October
1,Tuesday,August
1,Thursday,June
1,Sunday,August
1,Wednesday,August
1,Saturday,September
1,Sunday,September
1,Saturday,August
1,Saturday,August
1,Saturday,August
1,Saturday,August
1,Saturday,August
1,Tuesday,June
1,Sunday,August
1,Sunday,August
1,Tuesday,August
1,Wednesday,July
1,Friday,June
1,Friday,June
1,Friday,June
1,Friday,June
1,Wednesday,August
1,Friday,August
1,Saturday,August
1,Thursday,August
1,Saturday,August
1,Wednesday,September
1,Wednesday,September
1,Thursday,July
1,Sunday,August
1,Thursday,July
1,Tuesday,June
1,Sunday,May
1,Saturday,July
1,Thursday,July
1,Saturday,July
1,Tuesday,August
1,Saturday,July
1,Sunday,July
1,Tuesday,July
1,Sunday,July
1,Monday,July
1,Thursday,August
1,Monday,July
1,Tuesday,October
1,Sunday,September
1,Monday,September
1,Thursday,July
1,Sunday,July
1,Thursday,July
1,Friday,July
1,Friday,July
1,Monday,August
1,Tuesday,August
1,Thursday,August
1,Monday,July
1,Thursday,August
1,Tuesday,September
1,Thursday,May
1,Friday,August
1,Friday,July
1,Sunday,August
1,Thursday,July
1,Friday,July
1,Friday,July
1,Saturday,August
1,Friday,July
1,Sunday,August
1,Monday,August
1,Monday,August
1,Monday,June
1,Tuesday,June
1,Monday,June
1,Friday,May
1,Thursday,October
1,Monday,August
1,Thursday,June
1,Wednesday,June
1,Tuesday,September
1,Saturday,June
1,Wednesday,August
1,Tuesday,October
1,Friday,August
1,Friday,August
1,Thursday,September
1,Saturday,August
1,Monday,June
1,Wednesday,June
1,Wednesday,September
1,Monday,November
1,Tuesday,August
1,Monday,October
1,Saturday,September
1,Wednesday,August
1,Wednesday,August
1,Saturday,September
1,Wednesday,June
1,Sunday,September
1,Thursday,August
1,Friday,August
1,Thursday,August
1,Sunday,June
1,Tuesday,July
1,Tuesday,September
1,Tuesday,September
1,Saturday,August
1,Sunday,August
1,Tuesday,September
